contestant_key,season,celebrity_name,age,age_z,region,country_group,industry,industry_consolidated,ballroom_partner,mean_J_z,mean_p_hat,mean_p_hat_z,max_week,eliminated_any,elim_week,duration,event,finalist
7||kim kardashian||mark ballas,7,Kim Kardashian,27,-0.7212847474058828,West,US,TV Personality,Tv Personality,Mark Ballas,-0.671369377332929,0.04861306273128865,-0.4432947445917431,2,1,2.0,2,1,0
7||lance bass||lacey schwimmer,7,Lance Bass,29,-0.5658742850909403,South,US,Singer/Rapper,Singer/Rapper,Lacey Schwimmer,0.28320674940693863,0.060482552104957274,-0.37023684339868324,10,0,,10,0,1
7||maurice greene||cheryl burke,7,Maurice Greene,34,-0.17734812930358407,Midwest,US,Athlete,Athlete,Cheryl Burke,-0.15804929460041037,0.038450424474186874,-0.5058468054491574,8,1,8.0,8,1,0
7||misty may-treanor||maksim chmerkoskiy,7,Misty May-Treanor,31,-0.4104638227759978,West,US,Athlete,Athlete,Maksim Chmerkoskiy,0.41995344579597244,0.06557656944768915,-0.3388826541842225,2,0,,2,0,1
7||rocco dispirito||karina smirnoff,7,Rocco DiSpirito,41,0.36658848879871464,Northeast,US,TV Personality,Tv Personality,Karina Smirnoff,-1.1329585890642913,0.041680649603464674,-0.4859644448103209,4,1,4.0,4,1,0
7||susan lucci||tony dovolani,7,Susan Lucci,61,1.9206931119481394,Northeast,US,Actor/Actress,Actor/Actress,Tony Dovolani,-0.09271307008528559,0.03714950242314306,-0.5138541115491042,7,1,7.0,7,1,0
7||ted mcginley||inna brayer,7,Ted McGinley,50,1.0659355692159558,West,US,Actor/Actress,Actor/Actress,Inna Brayer,-0.29046517166256447,0.049721346786005,-0.4364731447390205,1,1,1.0,1,1,0
7||toni braxton||alec mazo,7,Toni Braxton,40,0.2888832576412434,South,US,Singer/Rapper,Singer/Rapper,Alec Mazo,0.19616558846038992,0.06324318051311172,-0.3532448978208792,5,1,5.0,5,1,0
7||warren sapp||kym johnson,7,Warren Sapp,35,-0.09964289814611284,South,US,Athlete,Athlete,Kym Johnson,0.22668061939452583,0.052275812924109974,-0.4207501486737728,10,0,,10,0,1
8||belinda carlisle||jonathan roberts,8,Belinda Carlisle,50,1.0659355692159558,West,US,Singer/Rapper,Singer/Rapper,Jonathan Roberts,-0.5858117304676902,0.04332314393329145,-0.4758547269715023,2,1,2.0,2,1,0
8||chuck wicks||julianne hough,8,Chuck Wicks,29,-0.5658742850909403,South,US,Singer/Rapper,Singer/Rapper,Julianne Hough,0.07006000355374262,0.04216406692976968,-0.48298896253401064,8,1,8.0,8,1,0
8||david alan grier||kym johnson,8,David Alan Grier,52,1.2213460315308984,Midwest,US,Actor/Actress,Actor/Actress,Kym Johnson,-0.14303988608885027,0.040137222094527844,-0.4954643964002102,5,1,5.0,5,1,0
8||denise richards||maksim chmerkoskiy,8,Denise Richards,38,0.1334727953263009,Midwest,US,Actor/Actress,Actor/Actress,Maksim Chmerkoskiy,-0.33729069501942627,0.041827112126525505,-0.48506295324641235,3,1,3.0,3,1,0
8||gilles marini||cheryl burke,8,Gilles Marini,33,-0.2550533604610553,International,International,Actor/Actress,Actor/Actress,Cheryl Burke,1.0251077209376716,0.6172410530412413,3.056667741059201,11,0,,11,0,1
8||holly madison||dmitry chaplin,8,Holly Madison,30,-0.48816905393346904,West,US,TV Personality,Tv Personality,Dmitry Chaplin,-0.6786457892766902,0.0413866910608091,-0.48777378921327635,4,1,4.0,4,1,0
8||lawrence taylor||edyta sliwinska,8,Lawrence Taylor,50,1.0659355692159558,South,US,Athlete,Athlete,Edyta Sliwinska,-0.7137495225156096,0.038874509501229414,-0.5032365194437743,7,1,7.0,7,1,0
8||lil' kim||derek hough,8,Lil' Kim,34,-0.17734812930358407,Northeast,US,Singer/Rapper,Singer/Rapper,Derek Hough,0.6566200479780798,0.04804112314995843,-0.4468150902532775,9,1,9.0,9,1,0
8||melissa rycroft||tony dovolani,8,Melissa Rycroft,26,-0.7989899785633541,South,US,TV Personality,Tv Personality,Tony Dovolani,0.5294626081360398,0.08619934937486219,-0.21194736903303407,11,0,,11,0,1
8||shawn johnson||mark ballas,8,Shawn Johnson,17,-1.4983370589805953,Midwest,US,Athlete,Athlete,Mark Ballas,0.7712922621951633,0.07270716034698753,-0.2949931498450768,11,0,,11,0,1
8||steve wozniak||karina smirnoff,8,Steve Wozniak,58,1.6875774184757257,West,US,Entrepreneur,Other_Industry,Karina Smirnoff,-1.6336349470264067,0.04360419704726955,-0.4741248167803727,4,1,4.0,4,1,0
8||steve-o||lacey schwimmer,8,Steve-O,34,-0.17734812930358407,International,International,TV Personality,Tv Personality,Lacey Schwimmer,-1.347014004970961,0.042467271893337634,-0.4811227054801281,6,1,6.0,6,1,0
8||ty murray||chelsie hightower,8,Ty Murray,39,0.21117802648377215,West,US,Athlete,Athlete,Chelsie Hightower,-0.6828400355104953,0.041299168079846696,-0.48831250196611464,10,1,10.0,10,1,0
9||aaron carter||karina smirnoff,9,Aaron Carter,21,-1.1875161343507104,South,US,Singer/Rapper,Singer/Rapper,Karina Smirnoff,0.4383610809625985,0.09351839690328097,-0.16689789518247894,8,1,8.0,8,1,0
9||ashley hamiliton||edyta sliwinska,9,Ashley Hamiliton,34,-0.17734812930358407,West,US,Actor/Actress,Actor/Actress,Edyta Sliwinska,-1.2358495571227621,0.0441158548785252,-0.4709755113550309,1,1,1.0,1,1,0
9||chuck liddell||anna trebunskaya,9,Chuck Liddell,39,0.21117802648377215,West,US,Athlete,Athlete,Anna Trebunskaya,-0.8090387829010088,0.038403727892107095,-0.5061342276096428,4,1,4.0,4,1,0
9||debi mazar||maksim chmerkoskiy,9,Debi Mazar,45,0.6774094134285996,Northeast,US,Actor/Actress,Actor/Actress,Maksim Chmerkoskiy,-0.47326311867637644,0.038811528325630236,-0.5036241749156395,3,1,3.0,3,1,0
9||donny osmond||kym johnson,9,Donny Osmond,51,1.143640800373427,West,US,Singer/Rapper,Singer/Rapper,Kym Johnson,0.489721128763283,0.05865491283287155,-0.3814861469831158,10,0,,10,0,1
9||joanna krupa||derek hough,9,Joanna Krupa,30,-0.48816905393346904,International,International,Model,Model,Derek Hough,0.6514708130216074,0.06882919210022356,-0.3188624345364988,9,1,9.0,9,1,0
9||kathy ireland||tony dovolani,9,Kathy Ireland,46,0.7551146445860708,West,US,Model,Model,Tony Dovolani,-1.02501153030633,0.041756260347385096,-0.48549905307487473,2,1,2.0,2,1,0
9||kelly osbourne||louis van amstel,9,Kelly Osbourne,24,-0.9544004408782966,International,International,TV Personality,Tv Personality,Louis van Amstel,-0.19445067362075166,0.046190570995882155,-0.458205424931451,10,0,,10,0,1
9||louie vito||chelsie hightower,9,Louie Vito,21,-1.1875161343507104,Midwest,US,Athlete,Athlete,Chelsie Hightower,-0.6061033780123574,0.03902636568806555,-0.5023018293367136,6,1,6.0,6,1,0
9||macy gray||jonathan roberts,9,Macy Gray,42,0.4442937199561859,Midwest,US,Singer/Rapper,Singer/Rapper,Jonathan Roberts,-1.2358495571227621,0.0441158520025402,-0.47097552905700796,1,1,1.0,1,1,0
9||mark dacascos||lacey schwimmer,9,Mark Dacascos,45,0.6774094134285996,West,US,Actor/Actress,Actor/Actress,Lacey Schwimmer,-0.03806570035814375,0.04271733259822979,-0.4795835566848306,7,1,7.0,7,1,0
9||melissa joan hart||mark ballas,9,Melissa Joan Hart,33,-0.2550533604610553,Northeast,US,Actor/Actress,Actor/Actress,Mark Ballas,-0.2194382858358165,0.03881339388853415,-0.5036126921882859,6,1,6.0,6,1,0
9||michael irvin||anna demidova,9,Michael Irvin,43,0.5219989511136571,South,US,Athlete,Athlete,Anna Demidova,-1.1617894878562167,0.04020295367303507,-0.49505981192174914,7,1,7.0,7,1,0
9||mya||dmitry chaplin,9,Mya,29,-0.5658742850909403,South,US,Singer/Rapper,Singer/Rapper,Dmitry Chaplin,1.206563202967829,0.5752059510468799,2.797937459455262,10,0,,10,0,1
9||natalie coughlin||alec mazo,9,Natalie Coughlin,27,-0.7212847474058828,West,US,Athlete,Athlete,Alec Mazo,0.2989885504486887,0.04426801560304,-0.47003894678792096,5,1,5.0,5,1,0
9||tom delay||cheryl burke,9,Tom DeLay,62,1.9983983431056107,South,US,Politician,Other_Industry,Cheryl Burke,-1.1178341117204633,0.040420461206864496,-0.4937210311692672,3,0,,3,0,1
